id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,business_hours,attributes,latitude,longitude
jx0yeEipLwhKDlwWcyGt9Q,26-thai-kitchen-and-bar-atlanta-4,26 Thai Kitchen & Bar,https://s3-media0.fl.yelpcdn.com/bphoto/3hSO1_fJn-5YbiK836AgrQ/o.jpg,False,https://www.yelp.com/biz/26-thai-kitchen-and-bar-atlanta-4?adjust_creative=SgGuRTkqzGSTgI6dvK3sIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgGuRTkqzGSTgI6dvK3sIg,1038,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 33.82239, 'longitude': -84.36917}","['pickup', 'delivery']",$$$,"{'address1': '541 Main St NE', 'address2': 'Ste F170', 'address3': None, 'city': 'Atlanta', 'zip_code': '30324', 'country': 'US', 'state': 'GA', 'display_address': ['541 Main St NE', 'Ste F170', 'Atlanta, GA 30324']}",+14044005995,(404) 400-5995,1085.3009755285518,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': '', 'open24_hours': None, 'waitlist_reservation': None}",33.82239,-84.36917
U-i6cq-yFRVJC4pIKSLX9Q,poor-calvins-atlanta-15,Poor Calvin's,https://s3-media0.fl.yelpcdn.com/bphoto/dAavNqKKDtkGLt9F4GD86w/o.jpg,False,https://www.yelp.com/biz/poor-calvins-atlanta-15?adjust_creative=SgGuRTkqzGSTgI6dvK3sIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgGuRTkqzGSTgI6dvK3sIg,5017,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.4,"{'latitude': 33.7684, 'longitude': -84.38226}","['pickup', 'delivery']",$$$,"{'address1': '510 Piedmont Ave NE', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['510 Piedmont Ave NE', 'Atlanta, GA 30308']}",+14705708741,(470) 570-8741,5049.975446343061,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://poorcalvins.com/atlanta-atlanta-poor-calvin-s-food-menu', 'open24_hours': None, 'waitlist_reservation': None}",33.7684,-84.38226
_F7t1ie5c299zxVJwwsd3g,delbar-middle-eastern-atlanta,Delbar Middle Eastern,https://s3-media0.fl.yelpcdn.com/bphoto/x-BkRvcjjV8nrTdkHITy_g/o.jpg,False,https://www.yelp.com/biz/delbar-middle-eastern-atlanta?adjust_creative=SgGuRTkqzGSTgI6dvK3sIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgGuRTkqzGSTgI6dvK3sIg,1067,"[{'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",4.6,"{'latitude': 33.761615, 'longitude': -84.3602065}","['pickup', 'delivery']",$$$,"{'address1': '870 Inman Village Pkwy NE', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30307', 'country': 'US', 'state': 'GA', 'display_address': ['870 Inman Village Pkwy NE', 'Atlanta, GA 30307']}",+14045001444,(404) 500-1444,5879.177873005952,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'https://www.delbaratl.com/menus/', 'open24_hours': None, 'waitlist_reservation': None}",33.761615,-84.3602065
eG-UO83g_5zDk70FIJbm2w,south-city-kitchen-midtown-atlanta-2,South City Kitchen Midtown,https://s3-media0.fl.yelpcdn.com/bphoto/lzhACbUCXnX7yWJae7_DVg/o.jpg,False,https://www.yelp.com/biz/south-city-kitchen-midtown-atlanta-2?adjust_creative=SgGuRTkqzGSTgI6dvK3sIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgGuRTkqzGSTgI6dvK3sIg,3528,"[{'alias': 'southern', 'title': 'Southern'}]",4.4,"{'latitude': 33.78596777974661, 'longitude': -84.3844341}",['delivery'],$$,"{'address1': '1144 Crescent Ave NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30309', 'country': 'US', 'state': 'GA', 'display_address': ['1144 Crescent Ave NE', 'Atlanta, GA 30309']}",+14048737358,(404) 873-7358,3200.6302950849554,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://www.southcitykitchen.com/midtown-menus/', 'open24_hours': None, 'waitlist_reservation': None}",33.78596777974661,-84.3844341
7895YHS5qGu03R-C6aYg9g,the-optimist-atlanta,The Optimist,https://s3-media0.fl.yelpcdn.com/bphoto/OQyFa59bJNPrjwLZSzbJNA/o.jpg,False,https://www.yelp.com/biz/the-optimist-atlanta?adjust_creative=SgGuRTkqzGSTgI6dvK3sIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgGuRTkqzGSTgI6dvK3sIg,2359,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.3,"{'latitude': 33.77999, 'longitude': -84.41069}",['delivery'],$$$,"{'address1': '914 Howell Mill Rd', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30318', 'country': 'US', 'state': 'GA', 'display_address': ['914 Howell Mill Rd', 'Atlanta, GA 30318']}",+14044776260,(404) 477-6260,5032.268791483029,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",33.77999,-84.41069
u-4wti774tFcYRLuQrnHEg,fox-bros-bar-b-q-atlanta,Fox Bros. Bar-B-Q,https://s3-media0.fl.yelpcdn.com/bphoto/wdbWWmxZzR9NOXdo7oJ_uw/o.jpg,False,https://www.yelp.com/biz/fox-bros-bar-b-q-atlanta?adjust_creative=SgGuRTkqzGSTgI6dvK3sIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgGuRTkqzGSTgI6dvK3sIg,4997,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American'}]",4.3,"{'latitude': 33.761161865788814, 'longitude': -84.3475019931793}",['delivery'],$$,"{'address1': '1238 Dekalb Ave NE', 'address2': '', 'address3': None, 'city': 'Atlanta', 'zip_code': '30307', 'country': 'US', 'state': 'GA', 'display_address': ['1238 Dekalb Ave NE', 'Atlanta, GA 30307']}",+14045774030,(404) 577-4030,6279.260568904056,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'http://www.foxbrosbbq.com/fox-bros-atlanta-bbq-menu.html', 'open24_hours': None, 'waitlist_reservation': None}",33.761161865788814,-84.3475019931793
gMSCtM6SCUF-bp3Ypw8Jxg,south-city-kitchen-buckhead-atlanta,South City Kitchen Buckhead,https://s3-media0.fl.yelpcdn.com/bphoto/ruTHe_vkoz9-q7j8jNq1Ew/o.jpg,False,https://www.yelp.com/biz/south-city-kitchen-buckhead-atlanta?adjust_creative=SgGuRTkqzGSTgI6dvK3sIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgGuRTkqzGSTgI6dvK3sIg,1190,"[{'alias': 'southern', 'title': 'Southern'}]",4.3,"{'latitude': 33.8481, 'longitude': -84.36858}",['delivery'],$$,"{'address1': '3350 Peachtree Rd NE', 'address2': 'Ste 175', 'address3': '', 'city': 'Atlanta', 'zip_code': '30326', 'country': 'US', 'state': 'GA', 'display_address': ['3350 Peachtree Rd NE', 'Ste 175', 'Atlanta, GA 30326']}",+14048156677,(404) 815-6677,3900.3382322371144,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'http://buckhead.southcitykitchen.com/menus/', 'open24_hours': None, 'waitlist_reservation': None}",33.8481,-84.36858
NDvXI500LkmWjtOhk4MCZw,lyla-lila-atlanta,Lyla Lila,https://s3-media0.fl.yelpcdn.com/bphoto/08fmqZo_z2lDH0Wd03AlPA/o.jpg,False,https://www.yelp.com/biz/lyla-lila-atlanta?adjust_creative=SgGuRTkqzGSTgI6dvK3sIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgGuRTkqzGSTgI6dvK3sIg,325,"[{'alias': 'italian', 'title': 'Italian'}]",4.4,"{'latitude': 33.77348, 'longitude': -84.38446}","['pickup', 'delivery']",$$$,"{'address1': '693 Peachtree St NE', 'address2': 'Ste 118', 'address3': None, 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['693 Peachtree St NE', 'Ste 118', 'Atlanta, GA 30308']}",+14049632637,(404) 963-2637,4537.373845105279,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://www.lylalilaatl.com/new-page', 'open24_hours': None, 'waitlist_reservation': None}",33.77348,-84.38446
WkN8Z2Q8gbhjjkCt8cDVxg,two-urban-licks-atlanta,Two Urban Licks,https://s3-media0.fl.yelpcdn.com/bphoto/SlZJ38b4DRjBf9HQ9JC5gQ/o.jpg,False,https://www.yelp.com/biz/two-urban-licks-atlanta?adjust_creative=SgGuRTkqzGSTgI6dvK3sIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgGuRTkqzGSTgI6dvK3sIg,3613,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'New American'}]",3.8,"{'latitude': 33.7684555661887, 'longitude': -84.3612738994751}",['delivery'],$$$,"{'address1': '820 Ralph McGill Blvd NE', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30306', 'country': 'US', 'state': 'GA', 'display_address': ['820 Ralph McGill Blvd NE', 'Atlanta, GA 30306']}",+14045224622,(404) 522-4622,5115.197076959294,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'http://www.twourbanlicks.com/p/menus.html', 'open24_hours': None, 'waitlist_reservation': None}",33.7684555661887,-84.3612738994751
